age,balance,day,duration,campaign,y,job_admin,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,default_no,default_yes,housing_no,housing_yes,loan_no,loan_yes,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct
1.9141319648631188,0.36805115900056323,-1.3309003748716235,3.0350316850700785,-0.5810955871994528,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.6029820632305691,-0.423343803632901,-1.3309003748716235,4.673660095671147,-0.5810955871994528,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.047232555067820765,-0.001473120766933329,-1.3309003748716235,4.372923587372598,-0.5810955871994528,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.4992654293530525,0.4138542617117254,-1.3309003748716235,1.2498906165799737,-0.5810955871994528,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.395548795475536,-0.3754743955362728,-1.3309003748716235,1.6123166650423275,-0.2723593712793323,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.15094918894533732,-0.4388410940238957,-1.3309003748716235,1.1843454801559308,-0.2723593712793323,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.6029820632305691,-0.1530021823677707,-1.2100985963047317,3.64807149044789,-0.5810955871994528,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2.017848598740635,-0.25115168817740396,-1.2100985963047317,2.988764529947225,-0.5810955871994528,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.16020071268721234,15.14385658623676,-1.2100985963047317,5.275133112268245,-0.5810955871994528,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.36763398044224543,-0.4384967097929847,-1.2100985963047317,1.3617029081268701,-0.5810955871994528,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.6787838820747951,-0.1395711973622419,-1.2100985963047317,5.4833353103210865,-0.5810955871994528,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.4992654293530525,-0.305564396661341,-1.2100985963047317,2.5569377488005904,-0.5810955871994528,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.3010836853398944,1.3140746413130637,-1.2100985963047317,4.01820873143072,0.03637684464078814,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.0936504175848614,-0.2721591262629746,-1.2100985963047317,1.7279845528494617,-0.5810955871994528,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.471350614319762,-0.3121076970486499,-1.2100985963047317,5.174887609502062,-0.2723593712793323,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
